#Day,Dutse,Abuja Municipal Area Council,Ekeremor,Zurmi,Oturkpo,Maiduguri,Egbeda,Mangu,Uyo,Kuje,Shani,Igabi,Katsina,Gummi,Mashegu,Wukari,Gada,Ifo,Aguata,Kukawa,Okene,Geidam,Bali,Rimin Gado,Nasarawa,Ogoja,Fufore,Akwanga,Owo,Bauchi,Kankara,Nguru,Nsukka,Giwa,Augie,Bassa,Ohafia,Gwoza,Shiroro,Magumeri,Kauru,Mariga,Gwagwalada,Sapele,Gboko,Talata Mafara,Onicha,Bonny,Gombe,Bwari,Birnin Kebbi,Toungo,Batsari,Maigatari,Sabon Birni,Damboa,Ikere,Ningi,Tudun Wada,Mushin,Awe,Gujba,Gusau,Kwande,Wase,Bama,Yenagoa,Jalingo,Mokwa,Igueben,Daura,Odeda,Oron,Tafawa-Balewa,Barkin Ladi,Mkpat Enin,Okitipupa,Kafur,Maiha,Zuru,Maru,Alkaleri,Michika,Gwadabawa,Umuahia South,Karu,Biu,Toro,Chikun,Takai,Ejigbo,Abadam,Gwaram,Iseyin,Tureta,Ikom,Gassol,Gubio,Ungogo,Ikwo,Ngala
0,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.0,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.0,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,1.604
1,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.0,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.0,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,1.604
2,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.0,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.0,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,1.604
3,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.0,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.0,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,1.604
4,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.0,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.0,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,1.604
5,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.0,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.0,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
6,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.0,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
7,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
8,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,1.613,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
9,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
