#name1,name2,distance,forced_redirection
0_0,1_0,118,0
0_0,0_1,196,0
0_0,1_1,140,0
0_1,1_1,188,0
0_1,0_2,193,0
0_1,1_2,187,0
0_2,1_2,152,0
0_2,0_3,135,0
0_2,1_3,172,0
0_2,1_1,75,0
0_3,1_3,193,0
0_3,0_4,161,0
0_3,1_4,116,0
0_3,1_2,197,0
0_4,1_4,169,0
0_4,0_5,62,0
0_4,1_5,173,0
0_4,1_3,117,0
0_5,1_5,181,0
0_5,0_6,200,0
0_5,1_6,163,0
0_5,1_4,153,0
0_6,1_6,105,0
0_6,0_7,177,0
0_6,1_7,69,0
0_6,1_5,115,0
0_7,1_7,115,0
0_7,0_8,160,0
0_7,1_8,113,0
0_7,1_6,70,0
0_8,1_8,128,0
0_8,0_9,116,0
0_8,1_9,73,0
0_8,1_7,198,0
0_9,1_9,53,0
0_9,0_10,149,0
0_9,1_10,181,0
0_9,1_8,154,0
0_10,1_10,93,0
0_10,0_11,163,0
0_10,1_11,117,0
0_10,1_9,149,0
0_11,1_11,160,0
0_11,0_12,143,0
0_11,1_12,171,0
0_11,1_10,92,0
0_12,1_12,175,0
0_12,0_13,80,0
0_12,1_13,111,0
0_12,1_11,185,0
0_13,1_13,115,0
0_13,0_14,90,0
0_13,1_14,199,0
0_13,1_12,112,0
0_14,1_14,147,0
0_14,0_15,157,0
0_14,1_15,193,0
0_14,1_13,78,0
0_15,1_15,87,0
0_15,0_16,136,0
0_15,1_16,76,0
0_15,1_14,80,0
0_16,1_16,150,0
0_16,0_17,110,0
0_16,1_17,138,0
0_16,1_15,118,0
0_17,1_17,85,0
0_17,0_18,197,0
0_17,1_18,146,0
0_17,1_16,102,0
0_18,1_18,53,0
0_18,0_19,179,0
0_18,1_19,56,0
0_18,1_17,163,0
0_19,1_19,86,0
0_19,0_20,80,0
0_19,1_20,68,0
0_19,1_18,128,0
0_20,1_20,163,0
0_20,0_21,159,0
0_20,1_21,184,0
0_20,1_19,185,0
0_21,1_21,106,0
0_21,0_22,177,0
0_21,1_22,140,0
0_21,1_20,106,0
0_22,1_22,158,0
0_22,0_23,116,0
0_22,1_23,186,0
0_22,1_21,73,0
0_23,1_23,142,0
0_23,0_24,120,0
0_23,1_24,88,0
0_23,1_22,162,0
0_24,1_24,197,0
0_24,0_25,166,0
0_24,1_25,197,0
0_24,1_23,149,0
0_25,1_25,165,0
0_25,0_26,194,0
0_25,1_26,139,0
0_25,1_24,175,0
0_26,1_26,185,0
0_26,0_27,180,0
0_26,1_27,124,0
0_26,1_25,50,0
0_27,1_27,176,0
0_27,0_28,95,0
0_27,1_28,147,0
0_27,1_26,131,0
0_28,1_28,139,0
0_28,0_29,104,0
0_28,1_29,136,0
0_28,1_27,69,0
0_29,1_29,69,0
0_29,0_30,72,0
0_29,1_30,97,0
0_29,1_28,178,0
0_30,1_30,114,0
0_30,0_31,93,0
0_30,1_31,111,0
0_30,1_29,168,0
0_31,1_31,125,0
0_31,0_32,111,0
0_31,1_32,58,0
0_31,1_30,51,0
0_32,1_32,189,0
0_32,0_33,143,0
0_32,1_33,158,0
0_32,1_31,169,0
0_33,1_33,140,0
0_33,0_34,156,0
0_33,1_34,144,0
0_33,1_32,148,0
0_34,1_34,154,0
0_34,0_35,166,0
0_34,1_35,165,0
0_34,1_33,164,0
0_35,1_35,133,0
0_35,0_36,95,0
0_35,1_36,63,0
0_35,1_34,104,0
0_36,1_36,102,0
0_36,0_37,57,0
0_36,1_37,166,0
0_36,1_35,157,0
0_37,1_37,177,0
0_37,0_38,195,0
0_37,1_38,192,0
