#name1,name2,distance,forced_redirection
0_0,1_0,102,0
0_0,0_1,199,0
0_1,1_1,180,0
0_1,0_2,167,0
0_2,1_2,118,0
0_2,0_3,194,0
0_3,1_3,98,0
0_3,0_4,178,0
0_4,1_4,193,0
0_4,0_5,66,0
0_5,1_5,162,0
0_5,0_6,149,0
0_6,1_6,193,0
0_6,0_7,140,0
0_7,1_7,77,0
0_7,0_8,99,0
0_8,1_8,110,0
0_8,0_9,106,0
0_9,1_9,168,0
1_0,2_0,68,0
1_0,1_1,151,0
1_1,2_1,104,0
1_1,1_2,196,0
1_2,2_2,104,0
1_2,1_3,107,0
1_3,2_3,197,0
1_3,1_4,173,0
1_4,2_4,107,0
1_4,1_5,82,0
1_5,2_5,107,0
1_5,1_6,65,0
1_6,2_6,129,0
1_6,1_7,74,0
1_7,2_7,107,0
1_7,1_8,56,0
1_8,2_8,196,0
1_8,1_9,186,0
1_9,2_9,113,0
2_0,3_0,189,0
2_0,2_1,103,0
2_1,3_1,62,0
2_1,2_2,143,0
2_2,3_2,95,0
2_2,2_3,77,0
2_3,3_3,73,0
2_3,2_4,158,0
2_4,3_4,50,0
2_4,2_5,182,0
2_5,3_5,182,0
2_5,2_6,171,0
2_6,3_6,194,0
2_6,2_7,72,0
2_7,3_7,69,0
2_7,2_8,162,0
2_8,3_8,61,0
2_8,2_9,197,0
2_9,3_9,198,0
3_0,4_0,199,0
3_0,3_1,78,0
3_1,4_1,192,0
3_1,3_2,54,0
3_2,4_2,192,0
3_2,3_3,112,0
3_3,4_3,200,0
3_3,3_4,195,0
3_4,4_4,187,0
3_4,3_5,91,0
3_5,4_5,62,0
3_5,3_6,57,0
3_6,4_6,198,0
3_6,3_7,65,0
3_7,4_7,107,0
3_7,3_8,105,0
3_8,4_8,156,0
3_8,3_9,147,0
3_9,4_9,80,0
4_0,5_0,133,0
4_0,4_1,167,0
4_1,5_1,156,0
4_1,4_2,85,0
4_2,5_2,86,0
4_2,4_3,92,0
4_3,5_3,81,0
4_3,4_4,59,0
4_4,5_4,70,0
4_4,4_5,92,0
4_5,5_5,167,0
4_5,4_6,135,0
4_6,5_6,161,0
4_6,4_7,94,0
4_7,5_7,166,0
4_7,4_8,176,0
4_8,5_8,71,0
4_8,4_9,118,0
4_9,5_9,155,0
5_0,6_0,61,0
5_0,5_1,64,0
5_1,6_1,141,0
5_1,5_2,190,0
5_2,6_2,131,0
5_2,5_3,192,0
5_3,6_3,81,0
5_3,5_4,181,0
5_4,6_4,124,0
5_4,5_5,96,0
5_5,6_5,132,0
5_5,5_6,100,0
5_6,6_6,71,0
5_6,5_7,118,0
5_7,6_7,144,0
5_7,5_8,198,0
5_8,6_8,69,0
5_8,5_9,55,0
5_9,6_9,195,0
6_0,7_0,128,0
6_0,6_1,164,0
6_1,7_1,94,0
6_1,6_2,87,0
6_2,7_2,177,0
6_2,6_3,180,0
6_3,7_3,71,0
6_3,6_4,53,0
6_4,7_4,93,0
6_4,6_5,87,0
6_5,7_5,158,0
6_5,6_6,153,0
6_6,7_6,133,0
6_6,6_7,107,0
6_7,7_7,96,0
6_7,6_8,145,0
6_8,7_8,92,0
6_8,6_9,174,0
6_9,7_9,200,0
7_0,8_0,124,0
7_0,7_1,168,0
7_1,8_1,150,0
7_1,7_2,112,0
7_2,8_2,93,0
7_2,7_3,52,0
7_3,8_3,166,0
7_3,7_4,66,0
7_4,8_4,161,0
7_4,7_5,166,0
7_5,8_5,56,0
7_5,7_6,143,0
7_6,8_6,159,0
7_6,7_7,130,0
7_7,8_7,121,0
7_7,7_8,106,0
7_8,8_8,71,0
7_8,7_9,82,0
7_9,8_9,195,0
8_0,9_0,129,0
8_0,8_1,72,0
8_1,9_1,71,0
8_1,8_2,61,0
8_2,9_2,185,0
8_2,8_3,110,0
8_3,9_3,67,0
8_3,8_4,58,0
8_4,9_4,94,0
8_4,8_5,96,0
8_5,9_5,121,0
8_5,8_6,77,0
8_6,9_6,52,0
8_6,8_7,196,0
8_7,9_7,183,0
8_7,8_8,72,0
8_8,9_8,179,0
8_8,8_9,200,0
8_9,9_9,143,0
9_0,9_1,79,0
9_1,9_2,177,0
9_2,9_3,87,0
9_3,9_4,167,0
9_4,9_5,156,0
9_5,9_6,198,0
9_6,9_7,112,0
9_7,9_8,141,0
9_8,9_9,101,0
