#name1,name2,distance,forced_redirection
0_0,1_0,105,0
0_0,0_1,88,0
0_0,1_1,192,0
0_1,1_1,105,0
0_1,0_2,119,0
0_1,1_2,136,0
0_2,1_2,123,0
0_2,0_3,129,0
0_2,1_3,133,0
0_2,1_1,75,0
0_3,1_3,76,0
0_3,0_4,129,0
0_3,1_4,147,0
0_3,1_2,70,0
0_4,1_4,162,0
0_4,0_5,119,0
0_4,1_5,102,0
0_4,1_3,106,0
0_5,1_5,50,0
0_5,0_6,156,0
0_5,1_6,55,0
0_5,1_4,179,0
0_6,1_6,55,0
0_6,0_7,109,0
0_6,1_7,133,0
0_6,1_5,188,0
0_7,1_7,180,0
0_7,0_8,126,0
0_7,1_8,118,0
0_7,1_6,130,0
0_8,1_8,66,0
0_8,0_9,86,0
0_8,1_9,130,0
0_8,1_7,121,0
0_9,1_9,149,0
0_9,1_8,87,0
1_0,2_0,90,0
1_0,1_1,116,0
1_0,2_1,134,0
1_1,2_1,78,0
1_1,1_2,70,0
1_1,2_2,148,0
1_2,2_2,167,0
1_2,1_3,157,0
1_2,2_3,134,0
1_2,2_1,59,0
1_3,2_3,153,0
1_3,1_4,191,0
1_3,2_4,77,0
1_3,2_2,50,0
1_4,2_4,187,0
1_4,1_5,105,0
1_4,2_5,148,0
1_4,2_3,125,0
1_5,2_5,104,0
1_5,1_6,151,0
1_5,2_6,121,0
1_5,2_4,130,0
1_6,2_6,155,0
1_6,1_7,61,0
1_6,2_7,181,0
1_6,2_5,62,0
1_7,2_7,68,0
1_7,1_8,66,0
1_7,2_8,180,0
1_7,2_6,139,0
1_8,2_8,139,0
1_8,1_9,57,0
1_8,2_9,62,0
1_8,2_7,139,0
1_9,2_9,188,0
1_9,2_8,95,0
2_0,3_0,115,0
2_0,2_1,161,0
2_0,3_1,66,0
2_1,3_1,182,0
2_1,2_2,83,0
2_1,3_2,84,0
2_2,3_2,101,0
2_2,2_3,179,0
2_2,3_3,80,0
2_2,3_1,155,0
2_3,3_3,116,0
2_3,2_4,173,0
2_3,3_4,167,0
2_3,3_2,92,0
2_4,3_4,183,0
2_4,2_5,82,0
2_4,3_5,155,0
2_4,3_3,183,0
2_5,3_5,200,0
2_5,2_6,182,0
2_5,3_6,175,0
2_5,3_4,135,0
2_6,3_6,172,0
2_6,2_7,135,0
2_6,3_7,145,0
2_6,3_5,149,0
2_7,3_7,85,0
2_7,2_8,172,0
2_7,3_8,96,0
2_7,3_6,131,0
2_8,3_8,136,0
2_8,2_9,182,0
2_8,3_9,160,0
2_8,3_7,180,0
2_9,3_9,118,0
2_9,3_8,99,0
3_0,4_0,79,0
3_0,3_1,185,0
3_0,4_1,113,0
3_1,4_1,67,0
3_1,3_2,113,0
3_1,4_2,80,0
3_2,4_2,182,0
3_2,3_3,184,0
3_2,4_3,136,0
3_2,4_1,168,0
3_3,4_3,147,0
3_3,3_4,138,0
3_3,4_4,129,0
3_3,4_2,124,0
3_4,4_4,182,0
3_4,3_5,187,0
3_4,4_5,172,0
3_4,4_3,163,0
3_5,4_5,181,0
3_5,3_6,93,0
3_5,4_6,123,0
3_5,4_4,115,0
3_6,4_6,159,0
3_6,3_7,123,0
3_6,4_7,50,0
3_6,4_5,53,0
3_7,4_7,148,0
3_7,3_8,123,0
3_7,4_8,172,0
3_7,4_6,50,0
3_8,4_8,104,0
3_8,3_9,194,0
3_8,4_9,66,0
3_8,4_7,135,0
3_9,4_9,72,0
3_9,4_8,198,0
4_0,5_0,82,0
4_0,4_1,84,0
4_0,5_1,60,0
4_1,5_1,130,0
4_1,4_2,133,0
4_1,5_2,113,0
