#name1,name2,distance,forced_redirection
0_0,1_0,65,0
0_0,0_1,142,0
0_0,1_1,95,0
0_1,1_1,142,0
0_1,0_2,102,0
0_1,1_2,96,0
0_2,1_2,191,0
0_2,0_3,123,0
0_2,1_3,198,0
0_2,1_1,158,0
0_3,1_3,181,0
0_3,0_4,149,0
0_3,1_4,159,0
0_3,1_2,154,0
0_4,1_4,65,0
0_4,0_5,142,0
0_4,1_5,117,0
0_4,1_3,97,0
0_5,1_5,58,0
0_5,0_6,73,0
0_5,1_6,163,0
0_5,1_4,66,0
0_6,1_6,160,0
0_6,0_7,145,0
0_6,1_7,158,0
0_6,1_5,150,0
0_7,1_7,175,0
0_7,0_8,112,0
0_7,1_8,116,0
0_7,1_6,63,0
0_8,1_8,63,0
0_8,0_9,194,0
0_8,1_9,57,0
0_8,1_7,173,0
0_9,1_9,194,0
0_9,0_10,189,0
0_9,1_10,142,0
0_9,1_8,89,0
0_10,1_10,132,0
0_10,0_11,165,0
0_10,1_11,190,0
0_10,1_9,115,0
0_11,1_11,176,0
0_11,0_12,180,0
0_11,1_12,68,0
0_11,1_10,64,0
0_12,1_12,58,0
0_12,0_13,173,0
0_12,1_13,129,0
0_12,1_11,61,0
0_13,1_13,99,0
0_13,0_14,67,0
0_13,1_14,77,0
0_13,1_12,132,0
0_14,1_14,98,0
0_14,0_15,106,0
0_14,1_15,107,0
0_14,1_13,153,0
0_15,1_15,104,0
0_15,0_16,58,0
0_15,1_16,139,0
0_15,1_14,163,0
0_16,1_16,160,0
0_16,0_17,171,0
0_16,1_17,144,0
0_16,1_15,156,0
0_17,1_17,188,0
0_17,0_18,140,0
0_17,1_18,187,0
0_17,1_16,72,0
0_18,1_18,76,0
0_18,0_19,150,0
0_18,1_19,66,0
0_18,1_17,92,0
0_19,1_19,97,0
0_19,0_20,83,0
0_19,1_20,80,0
0_19,1_18,151,0
0_20,1_20,126,0
0_20,0_21,104,0
0_20,1_21,74,0
0_20,1_19,111,0
0_21,1_21,80,0
0_21,0_22,171,0
0_21,1_22,149,0
0_21,1_20,55,0
0_22,1_22,82,0
0_22,0_23,160,0
0_22,1_23,177,0
0_22,1_21,163,0
0_23,1_23,147,0
0_23,0_24,109,0
0_23,1_24,129,0
0_23,1_22,74,0
0_24,1_24,169,0
0_24,0_25,76,0
0_24,1_25,164,0
0_24,1_23,100,0
0_25,1_25,139,0
0_25,0_26,180,0
0_25,1_26,195,0
0_25,1_24,119,0
0_26,1_26,142,0
0_26,0_27,65,0
0_26,1_27,162,0
0_26,1_25,189,0
0_27,1_27,153,0
0_27,0_28,192,0
0_27,1_28,152,0
0_27,1_26,175,0
0_28,1_28,106,0
0_28,0_29,101,0
0_28,1_29,97,0
0_28,1_27,122,0
0_29,1_29,54,0
0_29,0_30,101,0
0_29,1_30,62,0
0_29,1_28,95,0
0_30,1_30,191,0
0_30,0_31,102,0
0_30,1_31,115,0
0_30,1_29,76,0
0_31,1_31,147,0
0_31,0_32,72,0
0_31,1_32,73,0
0_31,1_30,90,0
0_32,1_32,177,0
0_32,0_33,175,0
0_32,1_33,199,0
0_32,1_31,98,0
0_33,1_33,122,0
0_33,0_34,78,0
0_33,1_34,77,0
0_33,1_32,149,0
0_34,1_34,110,0
0_34,0_35,129,0
0_34,1_35,141,0
0_34,1_33,92,0
0_35,1_35,64,0
0_35,0_36,156,0
0_35,1_36,106,0
0_35,1_34,200,0
0_36,1_36,148,0
0_36,0_37,70,0
0_36,1_37,92,0
