#name,region,country,lat,lon,location_type,conflict_date,population
Anbar,Anbar,Iraq,34.1891,41.2411,camp,,1407
Dahuk,Dahuk,Iraq,36.8752,43.0027,camp,,35000
Erbil,Erbil,Iraq,36.1897,44.0083,camp,,100000
Sulaymaniyah,Sulaymaniyah,Iraq,35.5487,45.4311,camp,,23500
Akre,Dahuk,Iraq,36.73543659,43.87958938,camp,,1200
Arbat,Sulaymaniyah,Iraq,35.224999,45.362791,camp,,9500
Basirma,Erbil,Iraq,36.4833,44.3667,camp,,3500
Darashakran,Erbil,Iraq,36.4654,43.8883,camp,,12513
Domiz1,Dahuk,Iraq,36.78232231,42.89142378,camp,,35000
Domiz2,Dahuk,Iraq,36.78232231,42.89142378,camp,,11000
Gawilan,Dahuk,Iraq,36.3384,43.6158,camp,,10300
Kawergosk,Erbil,Iraq,36.3460809,43.8112815,camp,,9600
Qushtapa,Erbil,Iraq,35.9838,44.0367,camp,,8500
Ajlun,Ajlun,Jordan,32.322,35.7578,camp,,7166
Amman,Amman,Jordan,31.9335,35.9253,camp,,200000
Balqa,Balqa,Jordan,32,35.6667,camp,,20000
Irbid,Irbid,Jordan,32.5607,35.8333,camp,,142000
Maan,Maan,Jordan,30.2211,35.7385,camp,,8500
Mafraq,Mafraq,Jordan,32.3213,36.2096,camp,,86500
Zarqa,Zarqa,Jordan,32.0803,36.0599,camp,,97292
Azraq,Zarqa,Jordan,31.9054,36.5809,camp,,54500
Emirati,Zarqa,Jordan,32.031278,36.449528,camp,,7500
Zaatari,Mafraq,Jordan,32.295667,36.32375,camp,,8200
Cevdetiye,Cevdetiye,Turkey,37.139,36.2121,camp,,14595
Akcakale,Sanliurfa,Turkey,36.7258,38.96,camp,,31801
Altizonu,Hatay,Turkey,36.1066,36.234,camp,,8356
Apaydin,Hatay,Turkey,36.2299,36.36,camp,,5229
Beydagi,Malatya,Turkey,38.377,38.121,camp,,10259
Ceylanpinar,Sanliurfa,Turkey,36.8102,39.9316,camp,,22192
Elbeyli_Besiriye,Kilis,Turkey,36.6668,37.467,camp,,20986
Harran,Sanliurfa,Turkey,36.8679,38.9359,camp,,14042
Islahiye,Gaziantep,Turkey,36.9858,36.6253,camp,,18108
Karkamis,Gaziantep,Turkey,36.8491,37.9977,camp,,8863
Merkez_A,Adiyaman,Turkey,37.7471,38.2738,camp,,10162
Merkez_K,Kahramanmaras,Turkey,37.5608,36.9751,camp,,18579
Midyat,Mardin,Turkey,37.408,41.4005,camp,,3517
Nizip_1,Gaziantep,Turkey,37.0555,37.8985,camp,,10099
Nizip_2,Gaziantep,Turkey,37.0555,37.8985,camp,,4521
Oncupinar,Kilis,Turkey,36.6454,37.081,camp,,16036
Saricam,Adana,Turkey,37.0501,35.4888,camp,,27750
Suruc,Sanliurfa,Turkey,37.0367,38.4936,camp,,31852
Viransehir,Sanliurfa,Turkey,36.9268,40.0268,camp,,15552
Yayladagi,Hatay,Turkey,35.9029,36.0571,camp,,6447
Guvecci,Hatay,Turkey,35.8574,36.1482,camp,,3003
Al_Hasakeh,Al_Hasakeh,Syria,36.5028,40.749,conflict_zone,16,1512000
Aleppo,Aleppo,Syria,36.206,37.1524,conflict_zone,0,4867000
As-Sweida,As-Sweida,Syria,32.7068,36.568,conflict_zone,20,364000
Damascus,Damascus,Syria,33.5172,36.2767,conflict_zone,3,2211000
Daraa,Dar'a,Syria,32.6241,36.1049,conflict_zone,0,998000
Deir_ez_Zur,Deir_ez_Zur,Syria,35.3248,40.1111,conflict_zone,3,1239000
Hama,Hama,Syria,35.13872,36.75606,conflict_zone,3,1628000
Homs,Homs,Syria,34.73,36.7197,conflict_zone,1,1763000
Idleb,Idleb,Syria,35.9267,36.6306,conflict_zone,0,1500000
Latakia,Lattakia,Syria,35.53562,35.79115,conflict_zone,4,1278000
Qalamoun,Rural Damascus,Syria,34.0686,36.5419,conflict_zone,0,2831000
Quneitra,Quneitra,Syria,33.1242,35.8264,conflict_zone,25,87000
Raqqa,Raqqa,Syria,35.9518,39.0121,conflict_zone,1,921000
Shadadeh,Al_Hasakeh,Syria,36.0534,40.7268,conflict_zone,16,15000
