#name,region,country,lat,lon,location_type,conflict_date,population
Anbar,Anbar,Iraq,34.1891,41.2411,camp,,1407
Dahuk,Dahuk,Iraq,36.8752,43.0027,camp,,35000
Erbil,Erbil,Iraq,36.1897,44.0083,camp,,100000
Sulaymaniyah,Sulaymaniyah,Iraq,35.5487,45.4311,camp,,23500
Akre,Dahuk,Iraq,36.73543659,43.87958938,camp,,1200
Arbat,Sulaymaniyah,Iraq,35.224999,45.362791,camp,,9500
Basirma,Erbil,Iraq,36.4833,44.3667,camp,,3500
Darashakran,Erbil,Iraq,36.4654,43.8883,camp,,12513
Domiz1,Dahuk,Iraq,36.78232231,42.89142378,camp,,35000
Domiz2,Dahuk,Iraq,36.78232231,42.89142378,camp,,11000
Gawilan,Dahuk,Iraq,36.3384,43.6158,camp,,10300
Kawergosk,Erbil,Iraq,36.3460809,43.8112815,camp,,9600
Qushtapa,Erbil,Iraq,35.9838,44.0367,camp,,8500
Ajlun,Ajlun,Jordan,32.322,35.7578,camp,,7166
Amman,Amman,Jordan,31.9335,35.9253,camp,,200000
Balqa,Balqa,Jordan,32,35.6667,camp,,20000
Irbid,Irbid,Jordan,32.5607,35.8333,camp,,142000
Maan,Maan,Jordan,30.2211,35.7385,camp,,8500
Mafraq,Mafraq,Jordan,32.3213,36.2096,camp,,86500
Zarqa,Zarqa,Jordan,32.0803,36.0599,camp,,97292
Azraq,Zarqa,Jordan,31.9054,36.5809,camp,,54500
Emirati,Zarqa,Jordan,32.031278,36.449528,camp,,7500
Zaatari,Mafraq,Jordan,32.295667,36.32375,camp,,8200
Cevdetiye,Cevdetiye,Turkey,37.139,36.2121,camp,,14595
Akcakale,Sanliurfa,Turkey,36.7258,38.96,camp,,31801
Altizonu,Hatay,Turkey,36.1066,36.234,camp,,8356
Apaydin,Hatay,Turkey,36.2299,36.36,camp,,5229
Beydagi,Malatya,Turkey,38.377,38.121,camp,,10259
Ceylanpinar,Sanliurfa,Turkey,36.8102,39.9316,camp,,22192
Elbeyli_Besiriye,Kilis,Turkey,36.6668,37.467,camp,,20986
Harran,Sanliurfa,Turkey,36.8679,38.9359,camp,,14042
Islahiye,Gaziantep,Turkey,36.9858,36.6253,camp,,18108
Karkamis,Gaziantep,Turkey,36.8491,37.9977,camp,,8863
Merkez_A,Adiyaman,Turkey,37.7471,38.2738,camp,,10162
Merkez_K,Kahramanmaras,Turkey,37.5608,36.9751,camp,,18579
Midyat,Mardin,Turkey,37.408,41.4005,camp,,3517
Nizip_1,Gaziantep,Turkey,37.0555,37.8985,camp,,10099
Nizip_2,Gaziantep,Turkey,37.0555,37.8985,camp,,4521
Oncupinar,Kilis,Turkey,36.6454,37.081,camp,,16036
Saricam,Adana,Turkey,37.0501,35.4888,camp,,27750
Suruc,Sanliurfa,Turkey,37.0367,38.4936,camp,,31852
Viransehir,Sanliurfa,Turkey,36.9268,40.0268,camp,,15552
Yayladagi,Hatay,Turkey,35.9029,36.0571,camp,,6447
Guvecci,Hatay,Turkey,35.8574,36.1482,camp,,3003
Tartous,Tartous,Syria,34.887,35.893,conflict_zone,0,115769
Tadmor,Homs,Syria,34.566,38.288,conflict_zone,1,55062
Al_Bab,Aleppo,Syria,36.37,37.515,conflict_zone,1,63069
Ar_Raqqa,Ar Raqqa,Syria,36.227,38.973,conflict_zone,1,300000
Duma,Rural Damascus,Syria,33.516,36.49,conflict_zone,1,110983
Az_Zabdani,Rural Damascus,Syria,33.615,36.182,conflict_zone,1,26285
Harim,Idleb,Syria,36.187,36.724,conflict_zone,2,21934
Ath_Thawrah,Ar Raqqa,Syria,36.013,38.545,conflict_zone,3,69425
As_Suqaylabiyah,Hama,Syria,35.434,36.45,conflict_zone,3,17313
Deir_ez_Zor,Deir ez Zor,Syria,35.332,40.146,conflict_zone,4,271800
Jablah,Lattakia,Syria,35.364,35.931,conflict_zone,4,80000
Rural_Damascus,Rural Damascus,Syria,33.604,36.198,conflict_zone,4,837804
Tell_Abiad,Ar Raqqa,Syria,36.484,39.392,conflict_zone,5,14825
An_Nabk,Rural Damascus,Syria,34.069,36.542,conflict_zone,5,32548
Al_Qutayfah,Rural Damascus,Syria,33.856,37.01,conflict_zone,5,26671
Dara,Dara,Syria,32.783,35.935,conflict_zone,6,97969
Azaz,Aleppo,Syria,36.585,37.043,conflict_zone,6,31623
Jebel_Saman,Aleppo,Syria,36.206,37.152,conflict_zone,7,2181061
Izra,Dara,Syria,32.973,36.335,conflict_zone,7,19158
Hama,Hama,Syria,35.134,36.761,conflict_zone,8,312994
Al_Mara,Idleb,Syria,35.708,36.805,conflict_zone,9,58008
Idleb,Idleb,Syria,35.861,36.806,conflict_zone,10,165000
As_Safira,Aleppo,Syria,35.91,37.372,conflict_zone,11,106382
Muhradah,Hama,Syria,35.247,36.574,conflict_zone,11,17578
